instant,dteday_x,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,dteday_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
143,2011-05-23,Summer,0,5,0,1,1,2,17,15,81.0,23.3842,836,3438,4274,2011-01-07,Spring,0,1,5,0,5,1,3,-5,-2,55.00000000000001,0.0,0,5,5
144,2011-05-24,Summer,0,5,0,2,1,2,18,15,74.0833,20.7092,659,3833,4492,2011-01-07,Spring,0,1,6,0,5,1,2,-6,-3,69.0,0.0,8,26,34
145,2011-05-25,Summer,0,5,0,3,1,1,18,16,69.625,15.423300000000001,740,4238,4978,2011-01-07,Spring,0,1,7,0,5,1,1,-6,-5,69.0,13.43,8,76,84
146,2011-05-26,Summer,0,5,0,4,1,1,21,18,67.75,19.964199999999998,758,3919,4677,2011-01-07,Spring,0,1,8,0,5,1,1,-6,-6,51.0,25.369999999999997,20,190,210
147,2011-05-27,Summer,0,5,0,5,1,1,20,17,65.375,24.0679,871,3808,4679,2011-01-07,Spring,0,1,9,0,5,1,1,-6,-7,47.0,29.849999999999998,9,125,134
148,2011-05-28,Summer,0,5,0,6,0,1,18,16,72.9583,23.0092,2001,2757,4758,2011-01-07,Spring,0,1,10,0,5,1,1,-5,-6,37.0,32.84,16,47,63
149,2011-05-29,Summer,0,5,0,0,0,1,19,16,81.875,21.3938,2355,2433,4788,2011-01-07,Spring,0,1,11,0,5,1,2,-6,-6,40.0,22.39,19,48,67
150,2011-05-30,Summer,0,5,1,1,0,1,22,19,68.5,13.1225,1549,2549,4098,2011-01-07,Spring,0,1,12,0,5,1,2,-6,-6,37.0,25.369999999999997,9,50,59
151,2011-05-31,Summer,0,5,0,2,1,1,25,22,63.6667,11.1329,673,3309,3982,2011-01-07,Spring,0,1,13,0,5,1,2,-6,-7,37.0,28.360000000000003,9,64,73
152,2011-06-01,Summer,0,6,0,3,1,2,24,22,67.7083,20.7092,513,3461,3974,2011-01-07,Spring,0,1,14,0,5,1,2,-6,-6,40.0,25.369999999999997,7,43,50
153,2011-06-02,Summer,0,6,0,4,1,1,21,17,30.5,29.228700000000003,736,4232,4968,2011-01-07,Spring,0,1,15,0,5,1,2,-6,-5,37.0,16.42,9,63,72
154,2011-06-03,Summer,0,6,0,5,1,1,16,14,35.4167,25.312099999999997,898,4414,5312,2011-01-07,Spring,0,1,16,0,5,1,2,-6,-5,37.0,16.42,5,82,87
155,2011-06-04,Summer,0,6,0,6,0,1,17,15,45.625,12.3142,1869,3473,5342,2011-01-07,Spring,0,1,17,0,5,1,2,-6,-3,37.0,0.0,9,178,187
156,2011-06-05,Summer,0,6,0,0,0,2,18,16,65.25,13.869200000000001,1685,3221,4906,2011-01-07,Spring,0,1,18,0,5,1,1,-6,-5,40.0,8.959999999999999,7,116,123
157,2011-06-06,Summer,0,6,0,1,1,1,19,16,60.0,12.1896,673,3875,4548,2011-01-07,Spring,0,1,19,0,5,1,1,-8,-6,55.00000000000001,8.959999999999999,3,92,95
158,2011-06-07,Summer,0,6,0,2,1,1,21,18,59.791700000000006,18.7808,763,4070,4833,2011-01-07,Spring,0,1,20,0,5,1,1,-7,-5,47.0,10.45,1,50,51
159,2011-06-08,Summer,0,6,0,3,1,1,25,22,62.20830000000001,13.6817,676,3725,4401,2011-01-07,Spring,0,1,21,0,5,1,1,-7,-6,47.0,13.43,0,39,39
160,2011-06-09,Summer,0,6,0,4,1,2,27,24,56.833299999999994,14.988299999999999,563,3352,3915,2011-01-07,Spring,0,1,22,0,5,1,2,-7,-6,43.0,16.42,2,34,36
161,2011-06-10,Summer,0,6,0,5,1,1,24,21,60.5,14.0554,815,3771,4586,2011-01-07,Spring,0,1,23,0,5,1,2,-7,-6,51.0,16.42,1,14,15
162,2011-06-11,Summer,0,6,0,6,0,1,22,19,65.45830000000001,15.485,1729,3237,4966,2011-01-08,Spring,0,1,0,0,6,0,2,-7,-6,51.0,16.42,1,24,25
163,2011-06-12,Summer,0,6,0,0,0,1,20,17,74.7917,16.3567,1467,2993,4460,2011-01-08,Spring,0,1,1,0,6,0,2,-7,-5,55.00000000000001,8.959999999999999,1,15,16
164,2011-06-13,Summer,0,6,0,1,1,1,17,15,49.4583,30.535,863,4157,5020,2011-01-08,Spring,0,1,2,0,6,0,2,-7,-4,55.00000000000001,0.0,3,13,16
165,2011-06-14,Summer,0,6,0,2,1,1,15,15,50.708299999999994,26.9283,727,4164,4891,2011-01-08,Spring,0,1,3,0,6,0,3,-7,-6,55.00000000000001,16.42,0,7,7
166,2011-06-15,Summer,0,6,0,3,1,1,17,14,47.1667,16.7912,769,4411,5180,2011-01-08,Spring,0,1,4,0,6,0,3,-7,-6,55.00000000000001,16.42,0,1,1
167,2011-06-16,Summer,0,6,0,4,1,2,17,15,68.8333,20.6471,545,3222,3767,2011-01-08,Spring,0,1,5,0,6,0,2,-8,-8,74.0,16.42,0,5,5
168,2011-06-17,Summer,0,6,0,5,1,1,18,15,73.5833,14.3029,863,3981,4844,2011-01-08,Spring,0,1,6,0,6,0,2,-8,-8,74.0,16.42,0,2,2
169,2011-06-18,Summer,0,6,0,6,0,1,20,17,67.0417,11.9408,1807,3312,5119,2011-01-08,Spring,0,1,7,0,6,0,2,-8,-7,74.0,10.45,1,8,9
170,2011-06-19,Summer,0,6,0,0,0,2,21,18,66.6667,10.2,1639,3105,4744,2011-01-08,Spring,0,1,8,0,6,0,3,-8,-7,93.0,10.45,0,15,15
171,2011-06-20,Summer,0,6,0,1,1,2,17,15,74.625,15.5475,699,3311,4010,2011-01-08,Spring,0,1,9,0,6,0,3,-8,-7,93.0,10.45,0,20,20
172,2011-06-21,Fall,0,6,0,2,1,2,20,17,77.0417,17.102500000000003,774,4061,4835,2011-01-08,Spring,0,1,10,0,6,0,2,-7,-6,80.0,16.42,5,56,61
173,2011-06-22,Fall,0,6,0,3,1,1,22,20,70.75,17.2262,661,3846,4507,2011-01-08,Spring,0,1,11,0,6,0,2,-6,-7,69.0,38.81,2,60,62
174,2011-06-23,Fall,0,6,0,4,1,2,22,20,70.3333,23.880399999999998,746,4044,4790,2011-01-08,Spring,0,1,12,0,6,0,2,-6,-7,59.0,35.82,8,90,98
175,2011-06-24,Fall,0,6,0,5,1,1,22,18,57.3333,22.2025,969,4022,4991,2011-01-08,Spring,0,1,13,0,6,0,1,-6,-7,44.0,32.84,7,95,102
176,2011-06-25,Fall,0,6,0,6,0,1,20,17,48.3333,20.9571,1782,3420,5202,2011-01-08,Spring,0,1,14,0,6,0,1,-6,-8,32.0,49.25,12,83,95
177,2011-06-26,Fall,0,6,0,0,0,1,20,17,51.3333,9.45333,1920,3385,5305,2011-01-08,Spring,0,1,15,0,6,0,1,-6,-8,32.0,44.78,5,69,74
178,2011-06-27,Fall,0,6,0,1,1,2,20,17,65.8333,10.7588,854,3854,4708,2011-01-08,Spring,0,1,16,0,6,0,1,-7,-10,28.999999999999996,44.78,8,68,76
179,2011-06-28,Fall,0,6,0,2,1,1,23,20,63.416700000000006,14.4283,732,3916,4648,2011-01-08,Spring,0,1,17,0,6,0,1,-8,-11,37.0,55.22,5,64,69
180,2011-06-29,Fall,0,6,0,3,1,1,22,18,49.7917,26.182100000000002,848,4377,5225,2011-01-08,Spring,0,1,18,0,6,0,1,-10,-11,39.0,29.849999999999998,3,52,55
181,2011-06-30,Fall,0,6,0,4,1,1,20,17,43.416700000000006,18.531200000000002,1027,4488,5515,2011-01-08,Spring,0,1,19,0,6,0,1,-10,-11,36.0,25.369999999999997,4,26,30
182,2011-07-01,Fall,0,7,0,5,1,1,22,18,39.625,10.2608,1246,4116,5362,2011-01-08,Spring,0,1,20,0,6,0,1,-11,-11,36.0,25.369999999999997,0,28,28
183,2011-07-02,Fall,0,7,0,6,0,1,23,19,44.4583,11.5062,2204,2915,5119,2011-01-08,Spring,0,1,21,0,6,0,1,-11,-11,39.0,35.82,2,35,37
184,2011-07-03,Fall,0,7,0,0,0,2,22,19,68.25,22.8858,2282,2367,4649,2011-01-08,Spring,0,1,22,0,6,0,1,-11,-11,36.0,38.81,1,33,34
185,2011-07-04,Fall,0,7,1,1,0,2,22,19,63.7917,8.147920000000001,3065,2978,6043,2011-01-08,Spring,0,1,23,0,6,0,1,-12,-14,39.0,44.78,0,22,22
186,2011-07-05,Fall,0,7,0,2,1,1,23,20,59.0417,12.625800000000002,1031,3634,4665,2011-01-09,Spring,0,1,0,0,0,0,1,-12,-13,42.0,38.81,1,24,25
187,2011-07-06,Fall,0,7,0,3,1,1,22,20,74.33330000000001,14.988299999999999,784,3845,4629,2011-01-09,Spring,0,1,1,0,0,0,1,-12,-14,42.0,46.27,0,12,12
188,2011-07-07,Fall,0,7,0,4,1,1,23,20,65.125,15.920000000000002,754,3838,4592,2011-01-09,Spring,0,1,2,0,0,0,1,-12,-14,46.0,46.27,0,11,11
189,2011-07-08,Fall,0,7,0,5,1,2,21,19,75.79169999999999,22.5129,692,3348,4040,2011-01-09,Spring,0,1,3,0,0,0,1,-12,-13,46.0,41.79,0,4,4
190,2011-07-09,Fall,0,7,0,6,0,1,22,19,60.9167,16.7912,1988,3348,5336,2011-01-09,Spring,0,1,4,0,0,0,1,-13,-12,53.0,19.400000000000002,0,1,1
191,2011-07-10,Fall,0,7,0,0,0,1,23,20,57.8333,18.3471,1743,3138,4881,2011-01-09,Spring,0,1,5,0,0,0,1,-13,-12,53.0,19.400000000000002,0,1,1
192,2011-07-11,Fall,0,7,0,1,1,1,24,22,63.5833,28.2337,723,3363,4086,2011-01-09,Spring,0,1,6,0,0,0,1,-12,-12,49.0,28.360000000000003,0,1,1
193,2011-07-12,Fall,0,7,0,2,1,1,26,23,55.9167,20.025399999999998,662,3596,4258,2011-01-09,Spring,0,1,7,0,0,0,1,-13,-12,53.0,19.400000000000002,1,5,6
194,2011-07-13,Fall,0,7,0,3,1,1,23,20,63.1667,14.6133,748,3594,4342,2011-01-09,Spring,0,1,8,0,0,0,1,-12,-12,49.0,28.360000000000003,0,10,10
195,2011-07-14,Fall,0,7,0,4,1,1,20,17,47.625,24.0667,888,4196,5084,2011-01-09,Spring,0,1,9,0,0,0,1,-11,-13,46.0,52.239999999999995,0,19,19
196,2011-07-15,Fall,0,7,0,5,1,1,19,16,59.12500000000001,18.2833,1318,4220,5538,2011-01-09,Spring,0,1,10,0,0,0,1,-10,-11,43.0,38.81,0,49,49
197,2011-07-16,Fall,0,7,0,6,0,1,20,17,58.5,20.8342,2418,3505,5923,2011-01-09,Spring,0,1,11,0,0,0,1,-8,-11,40.0,52.239999999999995,2,47,49
198,2011-07-17,Fall,0,7,0,0,0,1,22,19,60.4167,24.5033,2006,3296,5302,2011-01-09,Spring,0,1,12,0,0,0,1,-7,-10,37.0,44.78,4,79,83
199,2011-07-18,Fall,0,7,0,1,1,1,23,21,65.125,21.5804,841,3617,4458,2011-01-09,Spring,0,1,13,0,0,0,1,-6,-8,34.0,44.78,6,69,75
200,2011-07-19,Fall,0,7,0,2,1,1,25,23,65.0417,13.059999999999999,752,3789,4541,2011-01-09,Spring,0,1,14,0,0,0,1,-5,-7,32.0,46.27,8,64,72
201,2011-07-20,Fall,0,7,0,3,1,1,24,23,70.70830000000001,11.3817,644,3688,4332,2011-01-09,Spring,0,1,15,0,0,0,1,-5,-6,35.0,35.82,5,77,82
202,2011-07-21,Fall,0,7,0,4,1,2,27,28,69.125,22.202099999999998,632,3152,3784,2011-01-09,Spring,0,1,16,0,0,0,1,-6,-8,34.0,44.78,13,79,92
203,2011-07-22,Fall,0,7,0,5,1,1,29,28,58.0417,13.309999999999999,562,2825,3387,2011-01-09,Spring,0,1,17,0,0,0,1,-7,-9,37.0,38.81,3,59,62
204,2011-07-23,Fall,0,7,0,6,0,1,29,26,50.0,13.1221,987,2298,3285,2011-01-09,Spring,0,1,18,0,0,0,1,-8,-10,40.0,32.84,4,44,48
205,2011-07-24,Fall,0,7,0,0,0,1,28,26,55.0833,16.917099999999998,1050,2556,3606,2011-01-09,Spring,0,1,19,0,0,0,1,-8,-10,43.0,32.84,1,40,41
206,2011-07-25,Fall,0,7,0,1,1,1,23,22,75.7083,9.080829999999999,568,3272,3840,2011-01-09,Spring,0,1,20,0,0,0,1,-10,-11,46.0,25.369999999999997,0,38,38
207,2011-07-26,Fall,0,7,0,2,1,1,25,20,54.0833,20.0258,750,3840,4590,2011-01-09,Spring,0,1,21,0,0,0,1,-10,-11,46.0,41.79,1,19,20
208,2011-07-27,Fall,0,7,0,3,1,1,25,20,40.291700000000006,18.3463,755,3901,4656,2011-01-09,Spring,0,1,22,0,0,0,1,-10,-11,46.0,29.849999999999998,5,10,15
209,2011-07-28,Fall,0,7,0,4,1,1,25,23,58.3333,17.8479,606,3784,4390,2011-01-09,Spring,0,1,23,0,0,0,1,-11,-10,50.0,19.400000000000002,0,6,6
210,2011-07-29,Fall,0,7,0,5,1,1,28,25,54.25,17.4138,670,3176,3846,2011-01-10,Spring,0,1,0,0,1,1,1,-11,-11,50.0,28.360000000000003,2,3,5
211,2011-07-30,Fall,0,7,0,6,0,1,26,22,46.5833,16.8537,1559,2916,4475,2011-01-10,Spring,0,1,1,0,1,1,1,-11,-11,50.0,28.360000000000003,1,0,1
212,2011-07-31,Fall,0,7,0,0,0,1,26,22,48.0833,16.481299999999997,1524,2778,4302,2011-01-10,Spring,0,1,2,0,1,1,1,-11,-11,50.0,22.39,0,3,3
213,2011-08-01,Fall,0,8,0,1,1,1,25,21,55.0833,15.6717,729,3537,4266,2011-01-10,Spring,0,1,3,0,1,1,1,-11,-11,50.0,22.39,0,1,1
214,2011-08-02,Fall,0,8,0,2,1,1,25,21,49.125,20.585,801,4044,4845,2011-01-10,Spring,0,1,4,0,1,1,1,-12,-11,54.0,13.43,1,2,3
215,2011-08-03,Fall,0,8,0,3,1,2,22,19,65.75,13.558300000000001,467,3107,3574,2011-01-10,Spring,0,1,5,0,1,1,1,-12,-11,54.0,25.369999999999997,0,3,3
216,2011-08-04,Fall,0,8,0,4,1,2,21,19,75.75,19.715,799,3777,4576,2011-01-10,Spring,0,1,6,0,1,1,1,-11,-11,50.0,28.360000000000003,0,31,31
217,2011-08-05,Fall,0,8,0,5,1,1,21,18,63.083299999999994,18.4696,1023,3843,4866,2011-01-10,Spring,0,1,7,0,1,1,1,-11,-11,50.0,22.39,2,75,77
218,2011-08-06,Fall,0,8,0,6,0,2,22,19,75.5,22.825,1521,2773,4294,2011-01-10,Spring,0,1,8,0,1,1,2,-11,-11,50.0,28.360000000000003,4,184,188
219,2011-08-07,Fall,0,8,0,0,0,1,23,21,75.29169999999999,20.1487,1298,2487,3785,2011-01-10,Spring,0,1,9,0,1,1,2,-10,-11,50.0,25.369999999999997,2,92,94
220,2011-08-08,Fall,0,8,0,1,1,1,24,21,59.2083,19.2175,846,3480,4326,2011-01-10,Spring,0,1,10,0,1,1,2,-10,-11,50.0,29.849999999999998,0,31,31
221,2011-08-09,Fall,0,8,0,2,1,1,25,22,57.04169999999999,15.1121,907,3695,4602,2011-01-10,Spring,0,1,11,0,1,1,2,-8,-10,47.0,28.360000000000003,2,28,30
222,2011-08-10,Fall,0,8,0,3,1,1,24,20,42.4167,20.0258,884,3896,4780,2011-01-10,Spring,0,1,12,0,1,1,2,-6,-7,40.0,28.360000000000003,5,47,52
223,2011-08-11,Fall,0,8,0,4,1,1,22,18,42.375,16.4796,812,3980,4792,2011-01-10,Spring,0,1,13,0,1,1,2,-6,-7,40.0,28.360000000000003,4,50,54
224,2011-08-12,Fall,0,8,0,5,1,1,21,18,41.5,12.562100000000001,1051,3854,4905,2011-01-10,Spring,0,1,14,0,1,1,2,-6,-6,40.0,22.39,0,47,47
225,2011-08-13,Fall,0,8,0,6,0,2,20,18,72.9583,21.1454,1504,2646,4150,2011-01-10,Spring,0,1,15,0,1,1,2,-6,-6,40.0,22.39,2,43,45
226,2011-08-14,Fall,0,8,0,0,0,2,19,16,81.75,22.2633,1338,2482,3820,2011-01-10,Spring,0,1,16,0,1,1,1,-6,-5,40.0,13.43,4,70,74
227,2011-08-15,Fall,0,8,0,1,1,1,19,16,71.20830000000001,20.8954,775,3563,4338,2011-01-10,Spring,0,1,17,0,1,1,1,-6,-5,40.0,10.45,4,174,178
228,2011-08-16,Fall,0,8,0,2,1,1,21,18,57.8333,23.6329,721,4004,4725,2011-01-10,Spring,0,1,18,0,1,1,1,-6,-6,40.0,22.39,1,154,155
229,2011-08-17,Fall,0,8,0,3,1,1,22,19,57.5417,14.366699999999998,668,4026,4694,2011-01-10,Spring,0,1,19,0,1,1,1,-8,-8,47.0,16.42,3,92,95
230,2011-08-18,Fall,0,8,0,4,1,1,21,19,65.45830000000001,23.3208,639,3166,3805,2011-01-10,Spring,0,1,20,0,1,1,1,-8,-8,50.0,16.42,1,73,74
231,2011-08-19,Fall,0,8,0,5,1,2,20,17,72.2917,13.930799999999998,797,3356,4153,2011-01-10,Spring,0,1,21,0,1,1,1,-10,-10,59.0,19.400000000000002,1,37,38
232,2011-08-20,Fall,0,8,0,6,0,1,20,18,67.41669999999999,10.4467,1914,3277,5191,2011-01-10,Spring,0,1,22,0,1,1,1,-10,-9,59.0,16.42,2,22,24
233,2011-08-21,Fall,0,8,0,0,0,1,21,19,77.0,24.8754,1249,2624,3873,2011-01-10,Spring,0,1,23,0,1,1,1,-10,-9,59.0,16.42,0,18,18
234,2011-08-22,Fall,0,8,0,1,1,1,20,17,47.0,27.675,833,3925,4758,2011-01-11,Spring,0,1,0,0,2,1,1,-10,-8,59.0,10.45,2,10,12
235,2011-08-23,Fall,0,8,0,2,1,1,17,15,45.5417,14.676300000000001,1281,4614,5895,2011-01-11,Spring,0,1,1,0,2,1,1,-10,-9,59.0,16.42,0,3,3
236,2011-08-24,Fall,0,8,0,3,1,1,19,17,60.5,25.3108,949,4181,5130,2011-01-11,Spring,0,1,2,0,2,1,2,-8,-9,55.00000000000001,19.400000000000002,0,3,3
237,2011-08-25,Fall,0,8,0,4,1,2,20,18,77.1667,21.083299999999998,435,3107,3542,2011-01-11,Spring,0,1,5,0,2,1,2,-8,-7,55.00000000000001,13.43,0,6,6
238,2011-08-26,Fall,0,8,0,5,1,1,21,18,76.125,8.39625,768,3893,4661,2011-01-11,Spring,0,1,6,0,2,1,2,-8,-7,55.00000000000001,13.43,0,27,27
239,2011-08-27,Fall,0,8,0,6,0,2,20,17,85.0,37.561699999999995,226,889,1115,2011-01-11,Spring,0,1,7,0,2,1,2,-8,-5,55.00000000000001,0.0,2,97,99
240,2011-08-28,Fall,0,8,0,0,0,1,21,18,56.1765,30.4659,1415,2919,4334,2011-01-11,Spring,0,1,8,0,2,1,2,-7,-5,51.0,8.959999999999999,3,214,217
241,2011-08-29,Fall,0,8,0,1,1,1,17,15,55.45830000000001,15.9825,729,3905,4634,2011-01-11,Spring,0,1,9,0,2,1,2,-7,-6,51.0,16.42,3,127,130
242,2011-08-30,Fall,0,8,0,2,1,1,17,15,54.833299999999994,12.500800000000002,775,4429,5204,2011-01-11,Spring,0,1,10,0,2,1,2,-6,-5,51.0,16.42,3,51,54
243,2011-08-31,Fall,0,8,0,3,1,1,18,16,59.791700000000006,8.33333,688,4370,5058,2011-01-11,Spring,0,1,11,0,2,1,2,-6,-5,47.0,13.43,4,31,35
244,2011-09-01,Fall,0,9,0,4,1,1,18,16,63.916700000000006,14.1796,783,4332,5115,2011-01-11,Spring,0,1,12,0,2,1,2,-6,-5,51.0,10.45,2,55,57
245,2011-09-02,Fall,0,9,0,5,1,2,17,15,72.70830000000001,13.9929,875,3852,4727,2011-01-11,Spring,0,1,13,0,2,1,2,-6,-5,59.0,8.959999999999999,6,46,52
246,2011-09-03,Fall,0,9,0,6,0,1,19,17,71.6667,18.5325,1935,2549,4484,2011-01-11,Spring,0,1,14,0,2,1,2,-6,-5,59.0,8.959999999999999,3,60,63
247,2011-09-04,Fall,0,9,0,0,0,1,21,19,74.20830000000001,20.646700000000003,2521,2419,4940,2011-01-11,Spring,0,1,15,0,2,1,2,-8,-6,80.0,8.959999999999999,2,45,47
248,2011-09-05,Fall,0,9,1,1,0,2,19,16,79.0417,21.2696,1236,2115,3351,2011-01-11,Spring,0,1,16,0,2,1,2,-8,-9,86.0,22.39,4,72,76
249,2011-09-06,Fall,0,9,0,2,1,3,12,10,88.6957,34.3943,204,2506,2710,2011-01-11,Spring,0,1,17,0,2,1,2,-8,-9,86.0,22.39,6,130,136
250,2011-09-07,Fall,0,9,0,3,1,3,15,12,91.7083,9.70208,118,1878,1996,2011-01-11,Spring,0,1,18,0,2,1,3,-8,-7,93.0,10.45,1,94,95
251,2011-09-08,Fall,0,9,0,4,1,3,17,13,93.9565,19.2748,153,1689,1842,2011-01-11,Spring,0,1,19,0,2,1,3,-8,-5,93.0,0.0,0,51,51
252,2011-09-09,Fall,0,9,0,5,1,2,18,14,89.79169999999999,12.4379,417,3127,3544,2011-01-11,Spring,0,1,20,0,2,1,3,-8,-9,93.0,19.400000000000002,0,32,32
253,2011-09-10,Fall,0,9,0,6,0,1,18,15,75.375,15.3608,1750,3595,5345,2011-01-11,Spring,0,1,21,0,2,1,3,-8,-6,86.0,8.959999999999999,0,20,20
254,2011-09-11,Fall,0,9,0,0,0,1,18,16,71.375,11.5054,1633,3413,5046,2011-01-11,Spring,0,1,22,0,2,1,3,-8,-7,93.0,10.45,1,28,29
255,2011-09-12,Fall,0,9,0,1,1,1,18,15,69.2174,8.891300000000001,690,4023,4713,2011-01-11,Spring,0,1,23,0,2,1,3,-8,-6,93.0,8.959999999999999,1,18,19
256,2011-09-13,Fall,0,9,0,2,1,1,18,15,71.25,14.1804,701,4062,4763,2011-01-12,Spring,0,1,0,0,3,1,2,-8,-6,86.0,8.959999999999999,0,7,7
257,2011-09-14,Fall,0,9,0,3,1,1,19,17,69.7083,16.73,647,4138,4785,2011-01-12,Spring,0,1,1,0,3,1,2,-8,-7,86.0,10.45,0,6,6
258,2011-09-15,Fall,0,9,0,4,1,2,14,12,70.9167,27.1146,428,3231,3659,2011-01-12,Spring,0,1,2,0,3,1,1,-10,-9,86.0,13.43,0,1,1
259,2011-09-16,Fall,0,9,0,5,1,2,8,7,59.0417,16.4183,742,4018,4760,2011-01-12,Spring,0,1,5,0,3,1,1,-10,-9,86.0,16.42,0,5,5
260,2011-09-17,Fall,0,9,0,6,0,2,9,8,71.8333,18.9675,1434,3077,4511,2011-01-12,Spring,0,1,6,0,3,1,1,-11,-9,93.0,13.43,0,16,16
261,2011-09-18,Fall,0,9,0,0,0,1,10,9,69.5,17.848300000000002,1353,2921,4274,2011-01-12,Spring,0,1,7,0,3,1,1,-10,-9,69.0,13.43,0,54,54
262,2011-09-19,Fall,0,9,0,1,1,2,12,11,69.0,15.174199999999999,691,3848,4539,2011-01-12,Spring,0,1,8,0,3,1,1,-8,-8,59.0,16.42,3,125,128
263,2011-09-20,Fall,0,9,0,2,1,2,13,11,88.125,13.495399999999998,438,3203,3641,2011-01-12,Spring,0,1,9,0,3,1,1,-8,-10,59.0,32.84,3,78,81
264,2011-09-21,Fall,0,9,0,3,1,2,15,12,90.0,9.640419999999999,539,3813,4352,2011-01-12,Spring,0,1,10,0,3,1,1,-7,-7,55.00000000000001,22.39,0,39,39
265,2011-09-22,Fall,0,9,0,4,1,2,17,13,90.2083,12.812499999999998,555,4240,4795,2011-01-12,Spring,0,1,11,0,3,1,1,-6,-7,51.0,38.81,3,32,35
266,2011-09-23,Winter,0,9,0,5,1,2,16,11,97.25,7.83667,258,2137,2395,2011-01-12,Spring,0,1,12,0,3,1,1,-6,-9,47.0,58.209999999999994,3,52,55
267,2011-09-24,Winter,0,9,0,6,0,2,15,13,86.25,7.83833,1776,3647,5423,2011-01-12,Spring,0,1,13,0,3,1,1,-5,-6,44.0,35.82,0,49,49
268,2011-09-25,Winter,0,9,0,0,0,2,17,14,84.5,5.03792,1544,3466,5010,2011-01-12,Spring,0,1,14,0,3,1,1,-6,-7,47.0,32.84,0,44,44
269,2011-09-26,Winter,0,9,0,1,1,2,18,14,84.8333,11.07,684,3946,4630,2011-01-12,Spring,0,1,15,0,3,1,1,-6,-8,47.0,41.79,1,48,49
270,2011-09-27,Winter,0,9,0,2,1,2,17,14,88.5417,11.8171,477,3643,4120,2011-01-12,Spring,0,1,16,0,3,1,1,-5,-6,44.0,32.84,5,63,68
271,2011-09-28,Winter,0,9,0,3,1,2,17,14,84.875,14.862900000000002,480,3427,3907,2011-01-12,Spring,0,1,17,0,3,1,1,-6,-7,47.0,35.82,0,139,139
272,2011-09-29,Winter,0,9,0,4,1,1,16,14,69.91669999999999,17.2883,653,4186,4839,2011-01-12,Spring,0,1,18,0,3,1,1,-6,-9,47.0,52.239999999999995,2,135,137
273,2011-09-30,Winter,0,9,0,5,1,1,13,12,64.75,20.6475,830,4372,5202,2011-01-12,Spring,0,1,19,0,3,1,1,-7,-9,47.0,41.79,1,82,83
274,2011-10-01,Winter,0,10,0,6,0,2,5,5,75.375,29.2296,480,1949,2429,2011-01-12,Spring,0,1,20,0,3,1,1,-8,-10,50.0,32.84,2,54,56
275,2011-10-02,Winter,0,10,0,0,0,2,2,1,79.1667,22.2013,616,2302,2918,2011-01-12,Spring,0,1,21,0,3,1,1,-8,-10,55.00000000000001,32.84,0,57,57
276,2011-10-03,Winter,0,10,0,1,1,2,3,4,76.0833,8.334579999999999,330,3240,3570,2011-01-12,Spring,0,1,22,0,3,1,1,-8,-11,55.00000000000001,44.78,1,32,33
277,2011-10-04,Winter,0,10,0,2,1,1,9,8,71.0,20.5854,486,3970,4456,2011-01-12,Spring,0,1,23,0,3,1,1,-10,-11,59.0,41.79,1,19,20
278,2011-10-05,Winter,0,10,0,3,1,1,12,11,64.79169999999999,17.724999999999998,559,4267,4826,2011-01-13,Spring,0,1,0,0,4,1,1,-10,-11,59.0,28.360000000000003,1,6,7
279,2011-10-06,Winter,0,10,0,4,1,1,9,8,62.083299999999994,13.495399999999998,639,4126,4765,2011-01-13,Spring,0,1,1,0,4,1,1,-10,-11,50.0,28.360000000000003,0,2,2
280,2011-10-07,Winter,0,10,0,5,1,1,10,10,68.41669999999999,2.23917,949,4036,4985,2011-01-13,Spring,0,1,2,0,4,1,1,-10,-11,50.0,35.82,0,2,2
281,2011-10-08,Winter,0,10,0,6,0,1,11,10,70.125,4.54042,2235,3174,5409,2011-01-13,Spring,0,1,3,0,4,1,1,-10,-11,50.0,32.84,0,3,3
282,2011-10-09,Winter,0,10,0,0,0,1,12,11,72.75,6.345000000000001,2397,3114,5511,2011-01-13,Spring,0,1,4,0,4,1,1,-10,-11,50.0,25.369999999999997,0,4,4
283,2011-10-10,Winter,0,10,1,1,0,1,13,12,73.375,4.23042,1514,3603,5117,2011-01-13,Spring,0,1,5,0,4,1,1,-10,-11,50.0,29.849999999999998,0,3,3
284,2011-10-11,Winter,0,10,0,2,1,2,13,12,80.875,14.3042,667,3896,4563,2011-01-13,Spring,0,1,6,0,4,1,1,-11,-9,54.0,13.43,0,28,28
285,2011-10-12,Winter,0,10,0,3,1,3,12,10,90.625,24.815,217,2199,2416,2011-01-13,Spring,0,1,7,0,4,1,1,-11,-9,54.0,13.43,0,72,72
286,2011-10-13,Winter,0,10,0,4,1,2,14,12,89.6667,14.1787,290,2623,2913,2011-01-13,Spring,0,1,8,0,4,1,1,-10,-10,50.0,19.400000000000002,5,197,202
287,2011-10-14,Winter,0,10,0,5,1,2,12,11,71.625,22.3883,529,3115,3644,2011-01-13,Spring,0,1,9,0,4,1,1,-10,-11,50.0,32.84,2,137,139
